rank,Topic,doc_position,doc_id,title,date,address,Categories
4,5_Cultural Exchange,740,753,"?É?Ñ?Ö?? ?Ñ?Ö?Ö?Ñ?É?? ?°Ï?Ñ???°¿?°ß?ä?? ?°Ï?Ñ?????à???ä?? ???Ö?°Ï?Ö ?Ö???Ñ?? ?°Ï?Ñ???Ö?Ü ???à?Ñ""???? ?Å?ä ?°Ï?Ñ???°¿?Ç ?°Ï?Ñ???à???°§ ?°ß?Ö?°Ï ?Å?ä ?°„?Ñ?É ?°Ï?Ñ?Ç???ä?? ?°Ï?Ñ?Å?Ñ???°§?ä?Ü?ä??""%A3%D9",2011/1/19,https://saudiembassy.net/statements/%D9%83%D9%84%D9%85%D8%A9-%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%AD%D9%88%D9%84%D8%A7%D9%84%D9%88%D8%B6%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7-%D8%A8%D9%85%D8%A7-%D9%81%D9%8A-%D8%B0%D9%84%D9%83-%D8%A7%D9%84%D9%82%D8%B6%D9%8A%D8%A9,statements
4,6_Geopolitical Strategy,1182,1195,Foreign Minister Al-Jubeir Call For Greater Pressure on Syrian Regime,20-Dec-16,https://saudiembassy.net/news/foreign-minister-al-jubeir-call-greater-pressure-syrian-regime,News
4,7_Trade Agreements,968,981,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
4,8_Infrastructure Development,1434,1447,King Salman to Cover Cost of Jordanian With Special Needs Who Wish to Perform Umrah,27-Dec-16,https://saudiembassy.net/news/king-salman-cover-cost-jordanian-special-needs-who-wish-perform-umrah,News
4,Other_1,1684,1697,Kingdom Condemns Terrorist Bombing in Ankara,10-Oct-15,https://saudiembassy.net/news/kingdom-condemns-terrorist-bombing-ankara,News
4,Other_2,1439,1452,KSRELIEF Kingdom Provides Humanitarian Assistance to All Parts of Yemen,31-Aug-16,https://saudiembassy.net/news/ksrelief-kingdom-provides-humanitarian-assistance-all-parts-yemen,News
4,Other_3,397,401,Saudi Royal Court announces death of Crown Prince Nayef bin Abdulaziz,"June 16, 2012",https://saudiembassy.net/press-release/saudi-royal-court-announces-death-crown-prince-nayef-bin-abdulaziz,Press Releases
5,1_Economic Cooperation,416,420,Saudi Ambassador Discusses Upcoming National Day,"September 16, 2011",https://saudiembassy.net/press-release/saudi-ambassador-discusses-upcoming-national-day,Press Releases
5,2_Belt and Road Initiative (BRI),820,833,Saudi Foreign Minister: Demands on Qatar to Stop Funding Terrorism are Non-Negotiable,27-Jun-17,https://saudiembassy.net/news/saudi-foreign-minister-demands-qatar-stop-funding-terrorism-are-non-negotiable,News
5,3_Diplomatic Relations,1534,1547,Joint Saudi-Ukrainian Military Transport Aircraft Made Its Maiden Flight,31-Mar-17,https://saudiembassy.net/news/joint-saudi-ukrainian-military-transport-aircraft-made-its-maiden-flight,News
5,4_Technology and Innovation,1840,1853,Deputy Crown Prince Receives U.S. Congress Delegation,24-Nov-15,https://saudiembassy.net/news/deputy-crown-prince-receives-us-congress-delegation,News
5,5_Cultural Exchange,657,668,???Å?°Ï?°¿?? ?°Ï?Ñ?Ö?Ö?Ñ?É?? ?°ß?à?°Ï???Ü?°§?Ü ?????°„?°¿ ?°Ï?Ñ?Ö?à?°Ï?°§?Ü?ä?Ü ?°ß?????Ö ?°Ï?Ñ?????°Ï?Ö?Ñ ?Ö?? ?Ö?Ü ?ä?Ü?????Ñ ???Å?? ?°Ï?Ñ???Å?°Ï?°¿?? ?à?Ö?Ü???à?°ß?ä?á?°Ï,2023/1/27,https://saudiembassy.net/statements/%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A8%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D8%AA%D8%AD%D8%B0%D8%B1-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D8%B9%D8%AF%D9%85-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%85%D9%84-%D9%85%D8%B9-%D9%85%D9%86-%D9%8A%D9%86%D8%AA%D8%AD%D9%84-%D8%B5%D9%81%D8%A9-%D8%A7%D9%84%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D9%88%D9%85%D9%86%D8%B3%D9%88%D8%A8%D9%8A%D9%87%D8%A7,statements
5,6_Geopolitical Strategy,172,173,"Arab League Supports Saudi Arabia, Condemns Iranian Aggression in Region","January 10, 2016",https://saudiembassy.net/press-release/arab-league-supports-saudi-arabia-condemns-iranian-aggression-region,Press Releases
5,7_Trade Agreements,790,803,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
5,8_Infrastructure Development,1039,1052,UN Unveiled Re-Installation of Kiswa,29-Jul-15,https://saudiembassy.net/news/un-unveiled-re-installation-kiswa,News
5,Other_1,1131,1144,Saudi Arabia Condemns Church Bombings in Egypt,9-Apr-17,https://saudiembassy.net/news/saudi-arabia-condemns-church-bombings-egypt,News
5,Other_2,1151,1164,Saudi Air Defense Intercepts Missile Fired by Houthis Towards Jizan,17-Mar-17,https://saudiembassy.net/news/saudi-air-defense-intercepts-missile-fired-houthis-towards-jizan,News
5,Other_3,376,378,Saudi Grand Mufti Denounced Attacks on Diplomats and Embassies as Un-Islamic,"September 16, 2012",https://saudiembassy.net/press-release/saudi-grand-mufti-denounced-attacks-diplomats-and-embassies-un-islamic,Press Releases
6,1_Economic Cooperation,491,495,Saudi Arabia Ranked 13th Most Competitive Economy in World Bank Report,"September 10, 2009",https://saudiembassy.net/press-release/saudi-arabia-ranked-13th-most-competitive-economy-world-bank-report,Press Releases
6,2_Belt and Road Initiative (BRI),132,133,Saudi Arabia Responds to Declassification of the ?Äú28 Pages?Äù,"July 15, 2016",https://saudiembassy.net/press-release/saudi-arabia-responds-declassification-%E2%80%9C28-pages%E2%80%9D,Press Releases
6,3_Diplomatic Relations,18,19,Energy Ministry Reiterates: Kingdom of Saudi Arabia Committed to Oil Market Stability,"May 8, 2018",https://saudiembassy.net/news/energy-ministry-reiterates-kingdom-saudi-arabia-committed-oil-market-stability,Press Releases
6,4_Technology and Innovation,1682,1695,King Salman Meets with French Prime Minister,12-Oct-15,https://saudiembassy.net/news/king-salman-meets-french-prime-minister,News
6,5_Cultural Exchange,660,671,?°ß?ä?°Ï?Ü ?Ö?Ü ?°Ï?Ñ???Å?°Ï?°¿?? ?°Ï?Ñ?????à???ä?? ?Äè?Ñ???â ?°Ï?Ñ?à?Ñ?°Ï?ä?°Ï?? ?°Ï?Ñ?Ö???????? ?Ñ?Ñ?????°„?ä?°¿ ?Ö?Ü ???Ö?Ñ?ä?°Ï?? ?Ü???°ß.?Äã,2022/4/22,https://saudiembassy.net/statements/%D8%A8%D9%8A%D8%A7%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%E2%80%8F%D9%84%D8%AF%D9%89-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D9%84%D9%84%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1-%D9%85%D9%86-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D9%86%D8%B5%D8%A8%E2%80%8B,statements
6,6_Geopolitical Strategy,1143,1156,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
6,7_Trade Agreements,1140,1153,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
6,8_Infrastructure Development,1177,1190,King Salman to Cover Cost of Jordanian With Special Needs Who Wish to Perform Umrah,27-Dec-16,https://saudiembassy.net/news/king-salman-cover-cost-jordanian-special-needs-who-wish-perform-umrah,News
6,Other_1,1174,1187,Kingdom Condemns Terrorist Attack On Prison in Bahrain,2-Jan-17,https://saudiembassy.net/news/kingdom-condemns-terrorist-attack-prison-bahrain,News
6,Other_2,1191,1204,Air Defense Intercept Houthi Missile,20-Sep-16,https://saudiembassy.net/news/air-defense-intercept-houthi-missile,News
6,Other_3,517,521,King Abdullah Sends Cable of Condolences to President Musharraf on Murder of Benazir Bhutto,"December 27, 2007",https://saudiembassy.net/press-release/king-abdullah-sends-cable-condolences-president-musharraf-murder-benazir-bhutto,Press Releases
7,1_Economic Cooperation,418,422,Saudi Arabia among 20 Most Competitive Economies in the World,"September 8, 2011",https://saudiembassy.net/press-release/saudi-arabia-among-20-most-competitive-economies-world-0,Press Releases
7,2_Belt and Road Initiative (BRI),559,563,Saudi Arabia and the United States Jointly Designate Four Organizations as Financiers of Terrorism,"January 22, 2004",https://saudiembassy.net/press-release/saudi-arabia-and-united-states-jointly-designate-four-organizations-financiers,Press Releases
7,3_Diplomatic Relations,858,871,Joint Saudi-Ukrainian Military Transport Aircraft Made Its Maiden Flight,31-Mar-17,https://saudiembassy.net/news/joint-saudi-ukrainian-military-transport-aircraft-made-its-maiden-flight,News
7,4_Technology and Innovation,1740,1753,French President Hollande Arrives in Riyadh,4-May-15,https://saudiembassy.net/news/french-president-hollande-arrives-riyadh,News
7,5_Cultural Exchange,669,680,?°ß?ä?°Ï?Ü ?á?°Ï?Ö,2019/4/22,https://saudiembassy.net/statements/%D8%A8%D9%8A%D8%A7%D9%86-%D9%87%D8%A7%D9%85,statements
7,6_Geopolitical Strategy,1538,1551,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
7,7_Trade Agreements,1243,1256,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
7,8_Infrastructure Development,1406,1419,Real Estate Development Fund Approved Over $650 Million in New Home Loans,7-Jul-15,https://saudiembassy.net/news/real-estate-development-fund-approved-over-650-million-new-home-loans,News
7,Other_1,1239,1252,Saudi Arabia Condemns Church Bombings in Egypt,9-Apr-17,https://saudiembassy.net/news/saudi-arabia-condemns-church-bombings-egypt,News
7,Other_2,1287,1300,Air Defense Intercept Houthi Missile,20-Sep-16,https://saudiembassy.net/news/air-defense-intercept-houthi-missile,News
7,Other_3,1787,1800,Supreme Court Calls on Muslims in the Kingdom to Sight Ramadan Crescent,15-Jun-15,https://saudiembassy.net/news/supreme-court-calls-muslims-kingdom-sight-ramadan-crescent,News
8,1_Economic Cooperation,380,382,Saudi Arabia Among the 20 Most Competitive Economies in the World,"September 5, 2012",https://saudiembassy.net/press-release/saudi-arabia-among-20-most-competitive-economies-world,Press Releases
8,2_Belt and Road Initiative (BRI),161,162,Saudi Arabia Imposes Sanctions on Individuals and Entities Connected to Hezbollah,"February 26, 2016",https://saudiembassy.net/press-release/saudi-arabia-imposes-sanctions-individuals-and-entities-connected-hezbollah,Press Releases
8,3_Diplomatic Relations,690,701,Prince Abdulaziz bin Salman Al-Saud Address at The 6th Asian Ministerial Energy Roundtable,2015/11/9,https://saudiembassy.net/statements/prince-abdulaziz-bin-salman-al-saud-address-6th-asian-ministerial-energy-roundtable,statements
8,4_Technology and Innovation,1862,1875,Deputy Crown Prince Mohammed bin Salman Meets with US Defense Secretary,13-May-15,https://saudiembassy.net/news/deputy-crown-prince-mohammed-bin-salman-meets-us-defense-secretary,News
8,5_Cultural Exchange,735,748,?É?Ñ?Ö?? ???°Ï???°ß ?°Ï?Ñ???Ö?à ?°Ï?Ñ?Ö?Ñ?É?ä ?°Ï?Ñ???Ö?ä?°¿ ?????à?? ?°Ï?Ñ?Å?ä???Ñ ?à???ä?°¿ ???°Ï?°¿???ä?? ?°Ï?Ñ?Ö?Ö?Ñ?É?? ?°Ï?Ñ???°¿?°ß?ä?? ?°Ï?Ñ?????à???ä??  ?Å?ä ?°Ï?????Ö?°Ï?? ?°Ï?Ñ?Ö?°Ï?Ü???ä?Ü ?Ñ???Ö?á?à?°¿?ä?? ?°Ï?Ñ???à?Ö?°Ï?Ñ 23 ???°ß???Ö?°ß?°¿ 2011,2011/9/23,https://saudiembassy.net/statements/%D9%83%D9%84%D9%85%D8%A9-%D8%B5%D8%A7%D8%AD%D8%A8-%D8%A7%D9%84%D8%B3%D9%85%D9%88-%D8%A7%D9%84%D9%85%D9%84%D9%83%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1-%D8%B3%D8%B9%D9%88%D8%AF-%D8%A7%D9%84%D9%81%D9%8A%D8%B5%D9%84-%D9%88%D8%B2%D9%8A%D8%B1-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9,statements
8,6_Geopolitical Strategy,392,396,Saudi Arabia Calls on Syrian Regime to Stop Violence,"June 26, 2012",https://saudiembassy.net/press-release/saudi-arabia-calls-syrian-regime-stop-violence,Press Releases
8,7_Trade Agreements,971,984,King Salman Chairs Cabinet's Session,2-Jan-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-3,News
8,8_Infrastructure Development,983,996,Preliminary Municipal Election Results,13-Dec-15,https://saudiembassy.net/news/preliminary-municipal-election-results,News
8,Other_1,1277,1290,Kingdom Condemns Terrorist Attack On Prison in Bahrain,2-Jan-17,https://saudiembassy.net/news/kingdom-condemns-terrorist-attack-prison-bahrain,News
8,Other_2,1168,1181,"King Salman Relief Center Distributes 20,000 Food Baskets in Hodeidah",1-Feb-17,https://saudiembassy.net/news/king-salman-relief-center-distributes-20000-food-baskets-hodeidah,News
8,Other_3,713,724,King Abdullah?Äôs Address to the Arab and Islamic ?ÄéNations and the International Community,2014/8/1,https://saudiembassy.net/statements/king-abdullah%E2%80%99s-address-arab-and-islamic-%E2%80%8Enations-and-international-community,statements
9,1_Economic Cooperation,126,127,Saudi Ambassador: U.S. Business Will Be Important to Saudi Arabia?Äôs Progress,"August 25, 2016",https://saudiembassy.net/press-release/saudi-ambassador-us-business-will-be-important-saudi-arabia%E2%80%99s-progress,Press Releases
9,2_Belt and Road Initiative (BRI),587,591,Saudi Arabia and U.S. Track Down Assets of Bin Ladin Operative,"September 10, 2002",https://saudiembassy.net/press-release/saudi-arabia-and-us-track-down-assets-bin-ladin-operative,Press Releases
