rank,Topic,doc_position,doc_id,title,date,address,Categories
3,4_Technology and Innovation,323,324,Saudi Minister of Interior Meets with U.S. Secretary of State Kerry,"February 11, 2014",https://saudiembassy.net/press-release/saudi-minister-interior-meets-us-secretary-state-kerry-0,Press Releases
3,5_Cultural Exchange,353,355,"More than 7,000 Saudi Students Graduate from Schools in the U.S.","May 26, 2013",https://saudiembassy.net/press-release/more-7000-saudi-students-graduate-schools-us,Press Releases
3,6_Geopolitical Strategy,3,3,Saudi State Security Arrest Wanted Terrorist,"January 8, 2020",https://saudiembassy.net/news/saudi-state-security-arrest-wanted-terrorist,Press Releases
3,7_Trade Agreements,233,234,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"April 12, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-7,Press Releases
3,8_Infrastructure Development,555,560,Saudi Telethon Currently at More Than $60 Million for Tsunami Victims,"January 6, 2005",https://saudiembassy.net/press-release/saudi-telethon-currently-more-60-million-tsunami-victims,Press Releases
3,Other_1,316,317,Saudi King Urges Muslims to Defeat Terrorism in Eid Address,"July 27, 2014",https://saudiembassy.net/press-release/saudi-king-urges-muslims-defeat-terrorism-eid-address,Press Releases
3,Other_2,520,525,Saudi Ambassador Meets with UN Secretary-General on Darfur,"April 26, 2007",https://saudiembassy.net/press-release/saudi-ambassador-meets-un-secretary-general-darfur,Press Releases
3,Other_3,163,164,Saudi Foreign Minister: Yemen Was A War Of Necessity,"February 19, 2016",https://saudiembassy.net/press-release/saudi-foreign-minister-yemen-was-war-necessity,Press Releases
4,1_Economic Cooperation,86,87,Embassy of the Kingdom of Saudi Arabia Recognizes Americans for Returning Recovered Antiquities,"November 8, 2017",https://saudiembassy.net/culture/embassy-kingdom-saudi-arabia-recognizes-americans-returning-recovered-antiquities,Press Releases
4,2_Belt and Road Initiative (BRI),466,471,@SaudiEmbassyUSA: Saudi Embassy Launches Twitter Account,"March 17, 2010",https://saudiembassy.net/press-release/saudiembassyusa-saudi-embassy-launches-twitter-account,Press Releases
4,3_Diplomatic Relations,586,591,Saudi Arabia and U.S. Track Down Assets of Bin Ladin Operative,"September 10, 2002",https://saudiembassy.net/press-release/saudi-arabia-and-us-track-down-assets-bin-ladin-operative,Press Releases
4,4_Technology and Innovation,272,273,Saudi Minister of Interior Meets with U.S. Under Secretary of Defense for Policy,"December 10, 2014",https://saudiembassy.net/press-release/saudi-minister-interior-meets-us-under-secretary-defense-policy,Press Releases
4,5_Cultural Exchange,38,39,Saudi Stock Exchange Joins FTSE Global Equity Index Series,"March 30, 2018",https://saudiembassy.net/news/saudi-stock-exchange-joins-ftse-global-equity-index-series,Press Releases
4,6_Geopolitical Strategy,277,278,Saudi Arabia Arrests 135 on Terror Charges,"December 7, 2014",https://saudiembassy.net/press-release/saudi-arabia-arrests-135-terror-charges,Press Releases
4,7_Trade Agreements,227,228,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"April 16, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-3,Press Releases
4,8_Infrastructure Development,556,561,Saudi Arabia Triples Assistance to Tsunami Victims,"January 4, 2005",https://saudiembassy.net/press-release/saudi-arabia-triples-assistance-tsunami-victims,Press Releases
4,Other_1,335,336,Saudi King Calls for Dialogue Among Islamic Sects in Eid Address,"October 16, 2013",https://saudiembassy.net/press-release/saudi-king-calls-dialogue-among-islamic-sects-eid-address,Press Releases
4,Other_2,174,175,GCC Condemns Iran Interference in Region,"January 9, 2016",https://saudiembassy.net/press-release/gcc-condemns-iran-interference-region,Press Releases
4,Other_3,104,105,Saudi Arabia Supports Courageous Decision by U.S. Against Assad Regime,"April 7, 2017",https://saudiembassy.net/news/saudi-arabia-supports-courageous-decision-us-against-assad-regime,Press Releases
5,1_Economic Cooperation,36,37,The Economic Club of New York organizes a Panel Discussion on New Economic Opportunities in the Kingdom of Saudi Arabia,"April 4, 2018",https://saudiembassy.net/news/economic-club-new-york-organizes-panel-discussion-new-economic-opportunities-kingdom-saudi,Press Releases
5,2_Belt and Road Initiative (BRI),396,400,Embassy in Washington Announces Opening of Condolence Book,"June 16, 2012",https://saudiembassy.net/press-release/embassy-washington-announces-opening-condolence-book,Press Releases
5,3_Diplomatic Relations,412,416,Saudi Arabia Inaugurates First Solar Power Plant,"October 5, 2011",https://saudiembassy.net/press-release/saudi-arabia-inaugurates-first-solar-power-plant,Press Releases
5,4_Technology and Innovation,268,269,Saudi Minister of Interior Meets with Acting Deputy Secretary of State,"December 11, 2014",https://saudiembassy.net/press-release/saudi-minister-interior-meets-acting-deputy-secretary-state,Press Releases
5,5_Cultural Exchange,475,480,Saudi Arabia?Äôs Record Budget for FY 2010 Includes Focus on Education;  Priorities Include Increased Student Enrollments and New Universities,"December 23, 2009",https://saudiembassy.net/press-release/saudi-arabia%E2%80%99s-record-budget-fy-2010-includes-focus-education-priorities-include,Press Releases
5,6_Geopolitical Strategy,188,189,Saudi Arabia Dismantles Terrorist Cell,"September 28, 2015",https://saudiembassy.net/press-release/saudi-arabia-dismantles-terrorist-cell,Press Releases
5,7_Trade Agreements,208,209,Houthis Violate Yemen Ceasefire,"May 14, 2015",https://saudiembassy.net/press-release/houthis-violate-yemen-ceasefire,Press Releases
5,8_Infrastructure Development,419,423,Saudi Arabia Raises $54 Million for Somali People,"August 24, 2011",https://saudiembassy.net/press-release/saudi-arabia-raises-54-million-somali-people,Press Releases
5,Other_1,290,291,King Abdullah: Saudi Arabia Will Not Rest Until Terrorism Is Eradicated,"October 6, 2014",https://saudiembassy.net/press-release/king-abdullah-saudi-arabia-will-not-rest-until-terrorism-eradicated,Press Releases
5,Other_2,172,173,"Arab League Supports Saudi Arabia, Condemns Iranian Aggression in Region","January 10, 2016",https://saudiembassy.net/press-release/arab-league-supports-saudi-arabia-condemns-iranian-aggression-region,Press Releases
5,Other_3,292,293,Saudi Foreign Minister Reconfirms Support for Syrian Opposition,"September 25, 2014",https://saudiembassy.net/press-release/saudi-foreign-minister-reconfirms-support-syrian-opposition,Press Releases
6,1_Economic Cooperation,55,56,Crown Prince Tours IBM Watson Health Center,"March 26, 2018",https://saudiembassy.net/news/crown-prince-tours-ibm-watson-health-center,Press Releases
6,2_Belt and Road Initiative (BRI),501,506,Saudi Arabia Denies Reports Regarding Israeli Use Of Its Airspace,"July 6, 2009",https://saudiembassy.net/press-release/saudi-arabia-denies-reports-regarding-israeli-use-its-airspace,Press Releases
6,3_Diplomatic Relations,154,155,Saudi Arabia Responds to 60 Minutes Report,"April 10, 2016",https://saudiembassy.net/press-release/saudi-arabia-responds-60-minutes-report,Press Releases
6,4_Technology and Innovation,326,327,Minister of Interior Meets with Director of the National Security Agency,"February 10, 2014",https://saudiembassy.net/press-release/minister-interior-meets-director-national-security-agency,Press Releases
6,5_Cultural Exchange,332,333,Saudi Arabia Announces Record Budget for 2014,"December 23, 2013",https://saudiembassy.net/press-release/saudi-arabia-announces-record-budget-2014,Press Releases
6,6_Geopolitical Strategy,109,110,Saudi Arabia Dismantles Four Daesh Cells,"February 16, 2017",https://saudiembassy.net/news/saudi-arabia-dismantles-four-daesh-cells,Press Releases
6,7_Trade Agreements,207,208,Houthis Violate Ceasefire for Second Consecutive Day,"May 14, 2015",https://saudiembassy.net/press-release/houthis-violate-ceasefire-second-consecutive-day,Press Releases
6,8_Infrastructure Development,103,104,Saudi Arabia Pledges $150 Million in Humanitarian Aid to Yemen,"April 25, 2017",https://saudiembassy.net/news/saudi-arabia-pledges-150-million-humanitarian-aid-yemen,Press Releases
6,Other_1,426,431,Saudi King and Crown Prince Congratulate Muslims on Ramadan: Urge Unity and Tolerance,"August 1, 2011",https://saudiembassy.net/press-release/saudi-king-and-crown-prince-congratulate-muslims-ramadan-urge-unity-and-tolerance,Press Releases
6,Other_2,415,419,Saudi Arabia Signs Agreement for UN Centre for Counter Terrorism,"September 20, 2011",https://saudiembassy.net/press-release/saudi-arabia-signs-agreement-un-centre-counter-terrorism,Press Releases
6,Other_3,164,165,"Saudi Foreign Minister: Al-Assad Will Leave, No Doubt","February 12, 2016",https://saudiembassy.net/press-release/saudi-foreign-minister-al-assad-will-leave-no-doubt,Press Releases
7,1_Economic Cooperation,46,47,Second Annual Saudi-U.S. CEO Forum Recap,"March 28, 2018",https://saudiembassy.net/news/second-annual-saudi-us-ceo-forum-recap,Press Releases
7,2_Belt and Road Initiative (BRI),522,527,Saudi Arabia Has No Proof Bin Laden is Dead,"September 23, 2006",https://saudiembassy.net/press-release/saudi-arabia-has-no-proof-bin-laden-dead,Press Releases
7,3_Diplomatic Relations,558,563,Saudi Arabia and the United States Jointly Designate Four Organizations as Financiers of Terrorism,"January 22, 2004",https://saudiembassy.net/press-release/saudi-arabia-and-united-states-jointly-designate-four-organizations-financiers,Press Releases
7,4_Technology and Innovation,269,270,Saudi Minister of Interior Meets with Director of National Intelligence,"December 11, 2014",https://saudiembassy.net/press-release/saudi-minister-interior-meets-director-national-intelligence,Press Releases
7,5_Cultural Exchange,504,509,Saudi Arabia Donates $3 Million to World Scout Foundation,"May 8, 2009",https://saudiembassy.net/press-release/saudi-arabia-donates-3-million-world-scout-foundation,Press Releases
7,6_Geopolitical Strategy,123,124,Saudi Authorities Arrest 17 in Raids on Daesh Terror Cells,"September 19, 2016",https://saudiembassy.net/press-release/saudi-authorities-arrest-17-raids-daesh-terror-cells,Press Releases
7,7_Trade Agreements,249,250,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"March 30, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-20,Press Releases
7,8_Infrastructure Development,200,201,Saudi Arabia and U.N. Collaborate on Yemen Aid,"June 23, 2015",https://saudiembassy.net/press-release/saudi-arabia-and-un-collaborate-yemen-aid,Press Releases
7,Other_1,306,307,Saudi Grand Mufti Denounces ISIS and Al-Qaeda,"August 19, 2014",https://saudiembassy.net/press-release/saudi-grand-mufti-denounces-isis-and-al-qaeda,Press Releases
7,Other_2,521,526,Saudi Ambassador Remarks on Iraq Study Group Findings,"December 7, 2006",https://saudiembassy.net/press-release/saudi-ambassador-remarks-iraq-study-group-findings,Press Releases
7,Other_3,370,372,Saudi Arabia Pledges $100 Million to Support the People of Syria,"December 13, 2012",https://saudiembassy.net/press-release/saudi-arabia-pledges-100-million-support-people-syria,Press Releases
8,1_Economic Cooperation,543,548,Bilateral Agreement Completed with U.S. for WTO Accession,"September 9, 2005",https://saudiembassy.net/press-release/bilateral-agreement-completed-us-wto-accession,Press Releases
8,2_Belt and Road Initiative (BRI),458,463,Saudi Arabia Denies Media Reports It Has Allowed Israel to Use Its Airspace,"June 13, 2010",https://saudiembassy.net/press-release/saudi-arabia-denies-media-reports-it-has-allowed-israel-use-its-airspace,Press Releases
8,3_Diplomatic Relations,579,584,Response to CFR Report,"October 17, 2002",https://saudiembassy.net/press-release/response-cfr-report,Press Releases
8,4_Technology and Innovation,324,325,Prince Mohammad Meets with Secretary of Homeland Security Johnson,"February 11, 2014",https://saudiembassy.net/press-release/prince-mohammad-meets-secretary-homeland-security-johnson,Press Releases
8,5_Cultural Exchange,500,505,Saudi Students in U.S. Graduate from Scholarship Program,"July 7, 2009",https://saudiembassy.net/press-release/saudi-students-us-graduate-scholarship-program,Press Releases
8,6_Geopolitical Strategy,300,301,Saudi Arabia Arrests 88 Suspected of Terror Links,"September 2, 2014",https://saudiembassy.net/press-release/saudi-arabia-arrests-88-suspected-terror-links,Press Releases
8,7_Trade Agreements,231,232,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"April 13, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-6,Press Releases
8,8_Infrastructure Development,394,398,Saudi Arabia Donates $5 Million to Gaza through UNRWA,"June 20, 2012",https://saudiembassy.net/press-release/saudi-arabia-donates-5-million-gaza-through-unrwa,Press Releases
8,Other_1,202,203,"Saudi King Addresses Muslims on Ramadan; Vows to Protect Nation from Sedition, Sectarianism","June 18, 2015",https://saudiembassy.net/press-release/saudi-king-addresses-muslims-ramadan-vows-protect-nation-sedition-sectarianism,Press Releases
8,Other_2,565,570,Saudi Arabia Offers Initiative to Promote Economic Development and Political Participation Across all Arab Countries,"January 21, 2003",https://saudiembassy.net/press-release/saudi-arabia-offers-initiative-promote-economic-development-and-political,Press Releases
8,Other_3,338,339,Saudi Foreign Minister Emphasizes Support for Syrian People,"September 27, 2013",https://saudiembassy.net/press-release/saudi-foreign-minister-emphasizes-support-syrian-people,Press Releases
9,1_Economic Cooperation,567,572,Saudi Telecom Company IPO Declared a ?ÄòHuge Success?Äô,"January 9, 2003",https://saudiembassy.net/press-release/saudi-telecom-company-ipo-declared-%E2%80%98huge-success%E2%80%99,Press Releases
9,2_Belt and Road Initiative (BRI),433,438,Saudi Embassy Participates in Passport DC,"May 12, 2011",https://saudiembassy.net/press-release/saudi-embassy-participates-passport-dc-0,Press Releases
9,3_Diplomatic Relations,117,118,Saudi Arabia Sanctions Individuals and Company Linked to Hezbollah,"October 20, 2016",https://saudiembassy.net/press-release/saudi-arabia-sanctions-individuals-and-company-linked-hezbollah,Press Releases
9,4_Technology and Innovation,367,369,Saudi Minister of Interior Meets with President Obama,"January 14, 2013",https://saudiembassy.net/press-release/saudi-minister-interior-meets-president-obama-0,Press Releases
9,5_Cultural Exchange,455,460,"Saudi Arabia Invests $385 Billion in Infrastructure, Health and Education","August 12, 2010",https://saudiembassy.net/press-release/saudi-arabia-invests-385-billion-infrastructure-health-and-education,Press Releases
9,6_Geopolitical Strategy,284,285,Saudi Authorities Arrest 15 Connected to Deadly Terror Attack,"November 4, 2014",https://saudiembassy.net/press-release/saudi-authorities-arrest-15-connected-deadly-terror-attack,Press Releases
9,7_Trade Agreements,234,235,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"April 11, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-8,Press Releases
9,8_Infrastructure Development,453,458,Saudi Arabia Gives More Than $100 Million to Pakistani Flood Victims,"August 19, 2010",https://saudiembassy.net/press-release/saudi-arabia-gives-more-100-million-pakistani-flood-victims,Press Releases
9,Other_1,258,259,King Salman: Saudi Arabia Waging Relentless Effort to Defeat Terrorism,"February 23, 2015",https://saudiembassy.net/press-release/king-salman-saudi-arabia-waging-relentless-effort-defeat-terrorism,Press Releases
9,Other_2,392,396,Saudi Arabia Calls on Syrian Regime to Stop Violence,"June 26, 2012",https://saudiembassy.net/press-release/saudi-arabia-calls-syrian-regime-stop-violence,Press Releases
9,Other_3,589,594,Saudi Arabia Calls for Protocol to Address Child Custody Issues,"September 6, 2002",https://saudiembassy.net/press-release/saudi-arabia-calls-protocol-address-child-custody-issues,Press Releases
10,1_Economic Cooperation,418,422,Saudi Arabia among 20 Most Competitive Economies in the World,"September 8, 2011",https://saudiembassy.net/press-release/saudi-arabia-among-20-most-competitive-economies-world-0,Press Releases
10,2_Belt and Road Initiative (BRI),502,507,Twitter Diplomacy: @SaudiEmbassyUSA to Use Social Media to Share King Abdullah's U.S. Visit,"June 28, 2009",https://saudiembassy.net/press-release/twitter-diplomacy-saudiembassyusa-use-social-media-share-king-abdullahs-us-visit,Press Releases
10,3_Diplomatic Relations,340,341,Saudi Arabia Has Capacity to Meet Global Demand for Crude Oil,"September 12, 2013",https://saudiembassy.net/press-release/saudi-arabia-has-capacity-meet-global-demand-crude-oil,Press Releases
10,4_Technology and Innovation,25,26,Crown Prince Meets with Former Secretary of Defense Panetta,"April 9, 2018",https://saudiembassy.net/news/crown-prince-meets-former-secretary-defense-panetta,Press Releases
10,5_Cultural Exchange,114,115,"Kingdom Issues 2017 Budget, Projects Major Deficit Reduction","December 22, 2016",https://saudiembassy.net/news/kingdom-issues-2017-budget-projects-major-deficit-reduction,Press Releases
10,6_Geopolitical Strategy,280,281,Saudi Authorities Arrest 77 for Deadly Attack Linked to ISIS,"November 25, 2014",https://saudiembassy.net/press-release/saudi-authorities-arrest-77-deadly-attack-linked-isis,Press Releases
10,7_Trade Agreements,230,231,Saudi Ministry of Defense Daily Briefing: Operation Decisive Storm,"April 14, 2015",https://saudiembassy.net/press-release/saudi-ministry-defense-daily-briefing-operation-decisive-storm-5,Press Releases
10,8_Infrastructure Development,342,343,Saudi Arabia Donates $200 Million to Support Palestinian Cities,"September 3, 2013",https://saudiembassy.net/press-release/saudi-arabia-donates-200-million-support-palestinian-cities,Press Releases
10,Other_1,303,304,Saudi Grand Mufti Warns Youth to Reject Extremist Groups,"August 29, 2014",https://saudiembassy.net/press-release/saudi-grand-mufti-warns-youth-reject-extremist-groups,Press Releases
10,Other_2,310,311,Saudi Arabia Donates $100 Million to the U.N. Counter-Terrorism Centre,"August 13, 2014",https://saudiembassy.net/press-release/saudi-arabia-donates-100-million-un-counter-terrorism-centre,Press Releases
10,Other_3,192,193,Saudi Arabia Received 2.5 Million Syrians since Beginning of Conflict,"September 11, 2015",https://saudiembassy.net/press-release/saudi-arabia-received-25-million-syrians-beginning-conflict,Press Releases
